State,Action,Count
"(1, 1.0, 1.0, 2.0)",1.0,331
"(1, 2.0, 1.0, 2.0)",1.0,226
"(1, 2.0, 1.0, 2.0)",3.0,228
"(1, 2.0, 1.0, 2.0)",4.0,94
"(1, 2.0, 1.0, 2.0)",0.0,203
"(1, 2.0, 1.0, 2.0)",2.0,231
"(1, 2.0, 1.0, 3.0)",0.0,69
"(1, 2.0, 1.0, 3.0)",3.0,63
"(1, 2.0, 1.0, 4.0)",1.0,22
"(1, 2.0, 1.0, 3.0)",1.0,343
"(1, 2.0, 1.0, 3.0)",4.0,45
"(1, 2.0, 1.0, 6.0)",0.0,3
"(1, 2.0, 1.0, 4.0)",4.0,6
"(1, 2.0, 1.0, 6.0)",3.0,7
"(1, 2.0, 1.0, 4.0)",3.0,20
"(1, 2.0, 0.0, 1.0)",3.0,3
"(1, 2.0, 0.0, 1.0)",0.0,3
"(1, 2.0, 0.0, 2.0)",1.0,8
"(1, 2.0, 2.0, 3.0)",0.0,28
"(1, 1.0, 1.0, 3.0)",4.0,11
"(1, 1.0, 1.0, 3.0)",1.0,69
"(1, 1.0, 1.0, 2.0)",3.0,59
"(1, 2.0, 0.0, 0.0)",1.0,24
"(1, 2.0, 2.0, 4.0)",0.0,8
"(1, 1.0, 2.0, 0.0)",1.0,6
"(1, 1.0, 0.0, 0.0)",2.0,16
"(1, 1.0, 2.0, 3.0)",2.0,4
"(1, 1.0, 2.0, 3.0)",1.0,16
"(1, 2.0, 1.0, 3.0)",2.0,66
"(1, 1.0, 1.0, 2.0)",4.0,63
"(1, 1.0, 3.0, 0.0)",2.0,1
"(1, 2.0, 2.0, 0.0)",2.0,2
"(1, 2.0, 2.0, 3.0)",1.0,103
"(1, 2.0, 2.0, 3.0)",3.0,18
"(1, 1.0, 1.0, 2.0)",0.0,70
"(1, 1.0, 1.0, 3.0)",0.0,12
"(1, 2.0, 1.0, 0.0)",2.0,7
"(1, 1.0, 1.0, 2.0)",2.0,60
"(1, 3.0, 2.0, 0.0)",3.0,2
"(1, 3.0, 0.0, 6.0)",4.0,1
"(1, 3.0, 2.0, 7.0)",2.0,2
"(1, 3.0, 2.0, 4.0)",4.0,2
"(1, 3.0, 2.0, 7.0)",4.0,2
"(1, 3.0, 2.0, 7.0)",1.0,2
"(1, 3.0, 1.0, 3.0)",1.0,12
"(1, 3.0, 1.0, 2.0)",2.0,73
"(1, 3.0, 1.0, 2.0)",1.0,64
"(1, 3.0, 1.0, 4.0)",0.0,5
"(1, 3.0, 2.0, 3.0)",1.0,2
"(1, 3.0, 2.0, 3.0)",2.0,4
"(1, 3.0, 1.0, 2.0)",0.0,61
"(1, 2.0, 0.0, 0.0)",2.0,3
"(1, 2.0, 0.0, 3.0)",0.0,11
"(1, 1.0, 2.0, 3.0)",4.0,4
"(1, 1.0, 1.0, 3.0)",2.0,7
"(1, 2.0, 1.0, 4.0)",2.0,15
"(1, 2.0, 0.0, 3.0)",3.0,17
"(1, 2.0, 0.0, 4.0)",2.0,7
"(1, 2.0, 2.0, 3.0)",2.0,19
"(1, 1.0, 0.0, 2.0)",0.0,1
"(1, 3.0, 1.0, 2.0)",3.0,17
"(1, 3.0, 1.0, 2.0)",4.0,19
"(1, 3.0, 1.0, 3.0)",2.0,11
"(1, 3.0, 1.0, 4.0)",2.0,10
"(1, 3.0, 1.0, 4.0)",4.0,3
"(1, 1.0, 2.0, 0.0)",0.0,7
"(1, 3.0, 0.0, 0.0)",2.0,3
"(1, 3.0, 0.0, 4.0)",2.0,1
"(1, 3.0, 1.0, 4.0)",1.0,6
"(1, 3.0, 2.0, 4.0)",3.0,2
"(1, 3.0, 1.0, 7.0)",1.0,4
"(1, 2.0, 0.0, 3.0)",2.0,19
"(1, 1.0, 1.0, 0.0)",3.0,7
"(1, 1.0, 0.0, 3.0)",3.0,2
"(1, 2.0, 2.0, 3.0)",4.0,22
"(1, 1.0, 0.0, 3.0)",1.0,8
"(1, 2.0, 1.0, 6.0)",2.0,7
"(1, 3.0, 2.0, 0.0)",2.0,1
"(1, 3.0, 2.0, 7.0)",0.0,3
"(1, 3.0, 0.0, 4.0)",0.0,1
"(1, 3.0, 0.0, 3.0)",1.0,1
"(1, 3.0, 0.0, 3.0)",2.0,2
"(1, 3.0, 1.0, 3.0)",0.0,6
"(1, 3.0, 1.0, 3.0)",3.0,4
"(1, 3.0, 1.0, 6.0)",2.0,3
"(1, 2.0, 1.0, 0.0)",1.0,19
"(1, 2.0, 0.0, 1.0)",2.0,3
"(1, 1.0, 1.0, 4.0)",1.0,6
"(1, 2.0, 0.0, 2.0)",4.0,2
"(1, 2.0, 0.0, 6.0)",0.0,1
"(1, 2.0, 0.0, 2.0)",2.0,11
"(1, 2.0, 0.0, 2.0)",0.0,6
"(1, 2.0, 0.0, 0.0)",3.0,2
"(1, 2.0, 0.0, 4.0)",3.0,3
"(1, 1.0, 0.0, 1.0)",1.0,1
"(1, 1.0, 0.0, 2.0)",3.0,2
"(1, 1.0, 0.0, 3.0)",4.0,2
"(1, 1.0, 2.0, 4.0)",1.0,2
"(1, 1.0, 1.0, 4.0)",0.0,1
"(1, 1.0, 2.0, 3.0)",3.0,4
"(1, 3.0, 1.0, 0.0)",0.0,1
"(1, 3.0, 2.0, 4.0)",0.0,3
"(1, 3.0, 2.0, 3.0)",3.0,2
"(1, 3.0, 2.0, 6.0)",1.0,2
"(1, 3.0, 3.0, 0.0)",2.0,1
"(1, 3.0, 2.0, 4.0)",1.0,2
"(1, 3.0, 2.0, 3.0)",0.0,2
"(1, 1.0, 2.0, 3.0)",0.0,6
"(1, 2.0, 1.0, 0.0)",3.0,2
"(1, 2.0, 2.0, 4.0)",2.0,4
"(1, 1.0, 2.0, 0.0)",4.0,2
"(1, 1.0, 2.0, 4.0)",0.0,1
"(1, 2.0, 1.0, 6.0)",1.0,6
"(1, 1.0, 0.0, 2.0)",1.0,9
"(1, 1.0, 1.0, 0.0)",0.0,6
"(1, 2.0, 0.0, 4.0)",0.0,3
"(1, 3.0, 1.0, 6.0)",0.0,3
"(1, 3.0, 0.0, 3.0)",4.0,1
"(1, 3.0, 0.0, 7.0)",2.0,1
"(1, 3.0, 1.0, 3.0)",4.0,7
"(1, 3.0, 1.0, 7.0)",0.0,2
"(1, 2.0, 2.0, 0.0)",0.0,3
"(1, 2.0, 0.0, 0.0)",0.0,9
"(1, 2.0, 0.0, 2.0)",3.0,7
"(1, 2.0, 3.0, 4.0)",3.0,1
"(1, 2.0, 2.0, 4.0)",1.0,2
"(1, 3.0, 1.0, 0.0)",4.0,1
"(1, 3.0, 2.0, 3.0)",4.0,3
"(1, 3.0, 1.0, 7.0)",4.0,2
"(1, 3.0, 2.0, 4.0)",2.0,1
"(1, 3.0, 1.0, 6.0)",1.0,2
"(1, 3.0, 1.0, 7.0)",3.0,1
"(1, 1.0, 2.0, 4.0)",2.0,1
"(1, 1.0, 2.0, 0.0)",3.0,4
"(1, 1.0, 1.0, 0.0)",1.0,15
"(1, 2.0, 2.0, 0.0)",3.0,3
"(1, 1.0, 1.0, 0.0)",2.0,5
"(1, 1.0, 1.0, 4.0)",4.0,1
"(1, 1.0, 0.0, 4.0)",1.0,3
"(1, 2.0, 0.0, 3.0)",1.0,15
"(1, 2.0, 1.0, 4.0)",0.0,11
"(1, 2.0, 2.0, 6.0)",4.0,1
"(1, 2.0, 0.0, 6.0)",4.0,2
"(1, 2.0, 0.0, 6.0)",2.0,2
"(1, 1.0, 2.0, 0.0)",2.0,1
"(1, 1.0, 0.0, 0.0)",0.0,2
"(1, 1.0, 0.0, 1.0)",4.0,1
"(1, 1.0, 0.0, 4.0)",3.0,2
"(1, 1.0, 1.0, 4.0)",2.0,1
"(1, 1.0, 1.0, 3.0)",3.0,8
"(1, 3.0, 2.0, 7.0)",3.0,1
"(1, 2.0, 0.0, 3.0)",4.0,3
"(1, 2.0, 0.0, 6.0)",1.0,3
"(1, 2.0, 0.0, 4.0)",1.0,4
"(1, 2.0, 0.0, 1.0)",4.0,1
"(1, 2.0, 2.0, 6.0)",1.0,1
"(1, 2.0, 1.0, 0.0)",0.0,3
"(1, 3.0, 0.0, 0.0)",4.0,1
"(1, 1.0, 0.0, 3.0)",0.0,2
"(1, 1.0, 0.0, 1.0)",3.0,1
"(1, 2.0, 1.0, 0.0)",4.0,3
"(1, 3.0, 1.0, 4.0)",3.0,1
"(1, 2.0, 2.0, 0.0)",1.0,1
"(1, 2.0, 3.0, 4.0)",2.0,1
"(1, 2.0, 3.0, 3.0)",2.0,1
"(1, 2.0, 0.0, 6.0)",3.0,2
"(1, 2.0, 3.0, 3.0)",0.0,1
"(1, 1.0, 1.0, 4.0)",3.0,1
"(1, 1.0, 0.0, 2.0)",2.0,4
"(1, 2.0, 3.0, 0.0)",1.0,1
"(1, 1.0, 0.0, 0.0)",4.0,2
"(1, 2.0, 2.0, 6.0)",2.0,2
"(1, 1.0, 3.0, 0.0)",1.0,1
"(1, 2.0, 1.0, 6.0)",4.0,4
"(1, 2.0, 0.0, 4.0)",4.0,1
"(1, 1.0, 0.0, 1.0)",0.0,1
"(1, 1.0, 0.0, 1.0)",2.0,1
"(1, 1.0, 1.0, 0.0)",4.0,1
"(1, 2.0, 0.0, 0.0)",4.0,2
"(1, 2.0, 2.0, 6.0)",3.0,1
"(1, 3.0, 1.0, 0.0)",1.0,1
"(1, 3.0, 0.0, 4.0)",4.0,1
"(1, 1.0, 0.0, 0.0)",3.0,2
"(1, 2.0, 2.0, 6.0)",0.0,1
"(1, 3.0, 0.0, 4.0)",1.0,2
"(1, 3.0, 0.0, 1.0)",0.0,1
"(1, 3.0, 1.0, 0.0)",2.0,2
"(1, 2.0, 3.0, 3.0)",3.0,1
"(1, 1.0, 0.0, 0.0)",1.0,1
"(1, 3.0, 0.0, 3.0)",3.0,1
"(1, 3.0, 2.0, 6.0)",0.0,1
"(1, 3.0, 2.0, 0.0)",0.0,1
"(1, 3.0, 0.0, 3.0)",0.0,2
